TOTS;Player;Squad;Born;Age;Nation;Nation2;MP;90s;Minutes;Pos1;Pos2;Starts;Gls;Ast;GAs;pensattempted;pensscored;nonpengoals;xpectedAssistedGoals;xpectedGoals;nonpenxG;ProgCarries;ProgPasses;ProgRuns;CrdY;CrdR;gls90;ast90;ga90;ganonpen90;nonpengoals90;xpectGoals90;xGaXG90;xAG90;nonpenxpecGoalsxAssistedGoals90;npxGxAG;npxG90;glcreatingaction;GCA90;foulsdrawn;Fouldrawngoal;defensiveactionsthatleadtoshotattempt;defactiongoal;PassDeadShotAttempt;PassDeaGoal;PassLiveShotAttempt;PassLiveGoal;shotcreatingactions;SCA90;succtakeon;TakeOnGoal;Sum of clearances;challengeslost;intercepts;errors;tackles;TklWon;shotsblocked;passsesblocked;percentdribblerstackled;crossesfaced;crossesstopped;crossstopperc;defactionsoutsidepenarea;defactionoutsidepen90;passesattemtedover40yards;passescompetedover40yards;AvgDistofdefensiveactionsfromgoal;AvgLenpassinYards;OG;PSxG;PSxGallowed90;PSxGperShotonTarget;PSxGminusgoalsallowed;GA;PKA;Touches;DefPenTouches;Def3rdTouches;Mid3rdTouches;Att3rdTouches;AttPenaltyareatouches;LiveBallTouches;Carries;Miscontrols;TakeOnAttempted;TakeOnSucc;TakeOnSuccPercen;TkldDurTakeOn;TotDistYards;TkldPercen;PassesReceived;ProgPassesReceived;Dispossessed
No;Ryan Sessegnon;Fulham;2000;24;eng ENG;eng;16;6.4;580;FW;DF;7;4;2;6;0;0;4;1.1;1.6;1.6;18;22;59;1;0;0.62;0.31;0.93;0.93;0.62;0.25;0.42;0.17;0.42;2.7;0.25;4;0.62;1;0;0;0;0;0;20;4;24;3.72;1;0;18;11;3;0;27;13;1;12;45;;;;;;;;;;;;;;;;;363;15;88;131;149;45;363;180;19;21;8;38.1;10;1054;47.6;210;59;8
No;Ryan Trevitt;Brentford;2003;21;eng ENG;eng;1;0;4;MF;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;7;1;2;4;1;0;7;4;0;0;0;;0;7;;4;1;0
No;Ryan Yates;Nott'ham Forest;1997;26;eng ENG;eng;35;21.3;1915;MF;;18;2;1;3;0;0;2;1.2;2.3;2.3;18;53;16;10;0;0.09;0.05;0.14;0.14;0.09;0.11;0.16;0.05;0.16;3.5;0.11;3;0.14;2;0;2;0;1;0;26;2;38;1.78;1;0;61;20;26;1;42;21;10;28;45,9;;;;;;;;;;;;;;;;;1041;80;276;510;266;41;1041;424;24;18;9;50;5;2057;27.8;545;16;18
No;Sam Johnstone;Wolves;1993;31;eng ENG;eng;7;7;630;GK;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0.29;0;0;7;1;0;0;0;0;0;0;0;104;8;7.7;11;1.57;129;52;13.4;36.6;1;13;-0.43;0.29;-3;17;2;306;229;304;2;0;0;306;196;0;0;0;;0;1221;;179;0;0
No;Sam Morsy;Ipswich Town;1991;32;eg EGY;eg;33;30.6;2751;MF;;31;1;1;2;0;0;1;1.2;0.4;0.4;22;120;13;10;0;0.03;0.03;0.07;0.07;0.03;0.01;0.05;0.04;0.05;1.6;0.01;2;0.07;1;0;0;0;4;0;46;2;51;1.67;0;0;47;35;29;5;68;41;13;21;43,5;;;;;;;;;;;;;;;;;1683;97;498;953;248;6;1683;852;17;29;17;58.6;9;4649;31;1137;13;13
No;Sammie Szmodics;Ipswich Town;1995;28;ie IRL;ie;20;11;992;FW;MF;13;4;0;4;0;0;4;0.2;3.4;3.4;16;19;47;2;0;0.36;0;0.36;0.36;0.36;0.31;0.33;0.02;0.33;3.6;0.31;0;0;0;0;0;0;0;0;8;0;10;0.91;1;0;14;19;6;0;16;10;2;8;26,9;;;;;;;;;;;;;;;;;318;17;80;125;119;33;318;179;24;12;4;33.3;6;1003;50;193;47;17
No;Samuel Amo-Ameyaw;Southampton;2006;18;eng ENG;eng;2;0.3;28;FW;DF;0;0;0;0;0;0;0;0.1;0;0;1;0;3;1;0;0;0;0;0;0;0.07;0.29;0.22;0.29;0.1;0.07;0;0;1;0;0;0;0;0;1;0;2;6.43;0;0;0;0;0;0;1;0;0;0;100;;;;;;;;;;;;;;;;;16;0;5;5;7;1;16;11;0;4;0;0;3;98;75;11;3;2
No;Samuel Edozie;Southampton;2003;21;eng ENG;eng;2;0.7;65;DF;FW;0;0;0;0;0;0;0;0.1;0;0;6;4;23;1;0;0;0;0;0;0;0;0.14;0.14;0.14;0.1;0;0;0;1;0;0;0;0;0;3;0;4;5.54;0;0;0;0;0;0;3;1;0;0;100;;;;;;;;;;;;;;;;;43;0;0;7;36;10;43;34;4;4;2;50;2;336;50;39;23;0
No;Sander Berge;Fulham;1998;26;no NOR;no;31;24.7;2224;MF;;26;0;0;0;0;0;0;0.6;0.4;0.4;29;124;9;6;0;0;0;0;0;0;0.01;0.04;0.03;0.04;1;0.01;2;0.08;0;0;2;0;1;0;43;2;48;1.94;1;0;38;12;21;1;50;30;8;19;69,2;;;;;;;;;;;;;;;;;1384;81;374;799;217;14;1384;804;15;20;11;55;6;4467;30;892;9;16
No;Sandro Tonali;Newcastle Utd;2000;24;it ITA;it;36;29.2;2630;MF;;28;4;2;6;0;0;4;2.2;4.4;4.4;37;128;53;5;0;0.14;0.07;0.21;0.21;0.14;0.15;0.22;0.07;0.22;6.6;0.15;9;0.31;6;0;3;0;10;1;50;8;78;2.67;3;0;33;26;34;2;51;32;11;23;49;;;;;;;;;;;;;;;;;1818;64;406;991;450;45;1818;979;30;37;20;54.1;14;5567;37.8;1257;53;23
No;Santiago Bueno;Wolves;1998;25;uy URU;uy;29;18.7;1687;DF;;18;0;0;0;0;0;0;0;0.4;0.4;1;28;1;2;0;0;0;0;0;0;0.02;0.02;0;0.02;0.4;0.02;4;0.21;0;0;1;1;1;0;10;3;12;0.64;0;0;70;5;15;0;41;21;21;15;77,3;;;;;;;;;;;;;;;;;1025;170;522;485;21;6;1025;555;2;4;0;0;4;2727;100;660;1;2
No;Saša Lukić;Fulham;1996;27;rs SRB;rs;30;26;2344;MF;;28;0;2;2;0;0;0;2.7;1.2;1.2;39;98;33;12;0;0;0.08;0.08;0.08;0;0.04;0.15;0.11;0.15;3.9;0.04;4;0.15;1;0;1;0;12;0;36;3;55;2.11;0;0;35;32;28;1;68;39;7;13;41,8;;;;;;;;;;;;;;;;;1493;57;332;843;331;21;1493;825;23;17;8;47.1;5;4427;29.4;963;33;8
No;Sávio;Manchester City;2004;20;br BRA;br;29;19.6;1766;FW;MF;21;1;8;9;0;0;1;6.9;5;5;137;67;246;3;0;0.05;0.41;0.46;0.46;0.05;0.26;0.61;0.35;0.61;11.9;0.26;15;0.76;7;1;3;1;2;0;80;10;111;5.66;15;2;9;9;6;1;23;17;2;12;52,6;;;;;;;;;;;;;;;;;1095;14;55;286;774;154;1095;783;42;113;52;46;40;6489;35.4;852;246;38
No;Scott McTominay;Manchester Utd;1996;27;sct SCO;sct;2;0.2;19;MF;;0;0;0;0;0;0;0;0;0.1;0.1;0;1;2;0;0;0;0;0;0;0;0.33;0.33;0;0.33;0.1;0.33;0;0;0;0;0;0;0;0;0;0;1;4.74;0;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;14;1;3;8;3;1;14;10;1;1;0;0;1;68;100;9;2;1
No;Séamus Coleman;Everton;1988;35;ie IRL;ie;5;2.4;215;DF;;3;0;0;0;0;0;0;0;0.6;0.6;1;11;7;1;0;0;0;0;0;0;0.24;0.24;0;0.24;0.6;0.24;1;0.42;0;0;0;0;0;0;1;1;2;0.84;1;0;8;1;1;0;3;2;3;2;75;;;;;;;;;;;;;;;;;121;12;42;54;26;3;121;54;1;5;4;80;1;310;20;68;7;1
No;Sean Longstaff;Newcastle Utd;1997;26;eng ENG;eng;25;8.9;798;MF;;8;0;0;0;0;0;0;0.2;0.6;0.6;4;40;22;2;0;0;0;0;0;0;0.07;0.09;0.02;0.09;0.8;0.07;2;0.23;0;0;0;0;0;0;12;1;14;1.58;1;0;8;9;7;0;27;16;5;12;66,7;;;;;;;;;;;;;;;;;434;24;123;193;121;21;434;248;9;7;2;28.6;4;1176;57.1;308;22;7
No;Sepp van den Berg;Brentford;2001;22;nl NED;nl;31;28.7;2586;DF;;29;0;0;0;0;0;0;0.8;2;2;12;79;28;3;0;0;0;0;0;0;0.07;0.1;0.03;0.1;2.8;0.07;2;0.07;1;1;0;0;0;0;19;1;22;0.77;0;0;134;10;21;3;39;24;38;14;65,5;;;;;;;;;;;;;;;;;1605;282;819;621;169;48;1605;737;15;7;4;57.1;3;3762;42.9;917;28;7
No;Sergio Reguilón;Tottenham;1996;27;es ESP;es;4;2.2;196;DF;;1;0;0;0;0;0;0;0;0.1;0.1;5;13;12;2;0;0;0;0;0;0;0.05;0.07;0.01;0.07;0.1;0.05;0;0;0;0;0;0;0;0;1;0;1;0.46;0;0;8;3;4;0;4;3;0;7;40;;;;;;;;;;;;;;;;;167;9;57;73;38;3;167;88;2;6;2;33.3;1;383;16.7;97;12;1
No;Shumaira Mheuka;Chelsea;2007;16;eng ENG;eng;1;0;1;MF;;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;5.06;5.06;0;5.06;0.1;5.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;2;0;0;0;2;1;2;1;0;0;0;;0;0;;2;0;0
No;Simon Adingra;Brighton;2002;22;ci CIV;ci;29;12.2;1097;FW;MF;12;2;2;4;0;0;2;2.5;2.5;2.5;50;18;136;0;0;0.16;0.16;0.33;0.33;0.16;0.2;0.4;0.2;0.4;4.9;0.2;7;0.57;0;0;0;0;0;0;33;5;47;3.86;6;1;6;16;8;2;23;14;0;12;38,5;;;;;;;;;;;;;;;;;548;10;66;174;315;76;548;366;39;50;21;42;27;2514;54;388;136;12
No;Solly March;Brighton;1994;30;eng ENG;eng;8;1.9;168;FW;MF;1;0;0;0;0;0;0;0.3;0.1;0.1;5;2;20;2;0;0;0;0;0;0;0.05;0.19;0.15;0.19;0.4;0.05;2;1.08;0;0;0;0;1;0;6;2;7;3.77;0;0;2;3;2;1;6;3;0;3;62,5;;;;;;;;;;;;;;;;;118;3;12;33;73;7;118;57;3;4;1;25;3;398;75;67;20;1
No;Son Heung-min;Tottenham;1992;32;kr KOR;kr;30;23.4;2110;FW;;24;7;9;16;2;1;6;8.2;7.2;5.7;96;111;265;1;0;0.3;0.38;0.68;0.64;0.26;0.31;0.66;0.35;0.59;13.9;0.24;15;0.64;5;1;0;0;8;0;87;13;117;4.99;10;0;17;22;5;1;17;9;0;11;18,5;;;;;;;;;;;;;;;;;1134;16;115;362;668;122;1132;761;25;83;29;34.9;41;4914;49.4;867;265;32
No;Stefan Ortega;Manchester City;1992;31;de GER;de;13;12.2;1100;GK;;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;1;0;0;0;0;0;133;6;4.5;12;0.98;104;40;14.3;26.7;1;16.3;-0.06;0.31;-0.7;18;2;492;383;489;3;0;0;492;323;0;0;0;;0;1489;;309;0;0
No;Stephy Mavididi;Leicester City;1998;26;eng ENG;eng;30;17.9;1615;FW;;16;4;1;5;0;0;4;2.6;1.8;1.8;91;57;138;2;0;0.22;0.06;0.28;0.28;0.22;0.1;0.25;0.15;0.25;4.4;0.1;7;0.39;2;0;1;0;2;0;39;6;50;2.78;4;1;15;28;11;0;34;19;2;24;33,3;;;;;;;;;;;;;;;;;863;23;132;327;421;61;863;583;39;95;35;36.8;47;4343;49.5;623;138;35
No;Sven Botman;Newcastle Utd;2000;24;nl NED;nl;8;4.6;412;DF;;6;0;0;0;0;0;0;0.5;0.5;0.5;0;7;0;1;0;0;0;0;0;0;0.12;0.24;0.12;0.24;1.1;0.12;0;0;0;0;0;0;0;0;1;0;4;0.87;0;0;25;2;5;1;12;9;4;1;77,8;;;;;;;;;;;;;;;;;304;40;132;160;16;11;304;145;5;3;1;33.3;1;670;33.3;197;0;1
No;Taiwo Awoniyi;Nott'ham Forest;1997;26;ng NGA;ng;26;4.6;416;FW;;3;1;0;1;0;0;1;0.1;2.1;2.1;6;7;20;0;0;0.22;0;0.22;0.22;0.22;0.46;0.48;0.02;0.48;2.2;0.46;1;0.22;1;0;0;0;0;0;5;0;9;1.95;1;0;7;1;0;0;6;3;0;1;80;;;;;;;;;;;;;;;;;167;5;16;78;74;21;167;90;19;9;4;44.4;5;402;55.6;113;20;19
No;Takehiro Tomiyasu;Arsenal;1998;25;jp JPN;jp;1;0.1;7;DF;;0;0;0;0;0;0;0;0;0.2;0.2;0;1;0;0;0;0;0;0;0;0;2.37;2.37;0;2.37;0.2;2.37;0;0;0;0;0;0;0;0;1;0;1;12.86;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;7;1;4;1;2;1;7;1;0;0;0;;0;7;;2;0;0
No;Tariq Lamptey;Brighton;2000;23;gh GHA;gh;15;9.6;860;DF;;10;2;2;4;0;0;2;0.8;0.4;0.4;32;14;45;0;0;0.21;0.21;0.42;0.42;0.21;0.04;0.12;0.08;0.12;1.2;0.04;3;0.31;1;0;1;1;1;0;14;2;17;1.78;0;0;23;16;7;1;17;11;7;8;36;;;;;;;;;;;;;;;;;535;29;161;224;154;11;535;292;11;31;10;32.3;18;2081;58.1;302;45;5
No;Taylor Harwood-Bellis;Southampton;2002;22;eng ENG;eng;34;31.4;2825;DF;;32;1;0;1;0;0;1;1;1.8;1.8;29;125;9;9;0;0.03;0;0.03;0.03;0.03;0.06;0.09;0.03;0.09;2.8;0.06;2;0.06;1;0;1;0;0;0;32;1;37;1.18;0;0;141;16;30;6;28;20;43;22;54,3;;;;;;;;;;;;;;;;;2475;340;1158;1145;182;42;2475;1433;16;3;3;100;0;6776;0;1792;9;5
No;Thiago;Brentford;2001;23;br BRA;br;8;1.9;175;FW;MF;1;0;0;0;0;0;0;0.1;0.1;0.1;3;4;8;0;0;0;0;0;0;0;0.07;0.1;0.04;0.1;0.2;0.07;0;0;0;0;1;0;0;0;2;0;3;1.55;0;0;3;1;2;1;5;3;0;3;0;;;;;;;;;;;;;;;;;83;7;15;34;36;4;83;45;6;5;3;60;2;159;40;51;8;2
No;Thomas Partey;Arsenal;1993;31;gh GHA;gh;35;31.1;2797;MF;DF;31;4;2;6;0;0;4;2.1;2.3;2.3;36;185;48;4;0;0.13;0.06;0.19;0.19;0.13;0.07;0.14;0.07;0.14;4.3;0.07;13;0.42;1;1;4;1;2;2;52;8;62;2;1;0;49;30;35;4;89;53;9;20;60,5;;;;;;;;;;;;;;;;;2193;74;457;1214;534;33;2193;1256;24;35;24;68.6;9;6822;25.7;1561;48;17
No;Tim Iroegbunam;Everton;2003;21;eng ENG;eng;18;6.4;574;MF;;5;0;1;1;0;0;0;0.2;0.2;0.2;8;15;9;4;0;0;0.16;0.16;0.16;0;0.04;0.07;0.03;0.07;0.4;0.04;1;0.16;1;0;2;0;0;0;6;1;10;1.57;1;0;12;9;16;1;29;14;4;14;60,9;;;;;;;;;;;;;;;;;269;24;89;127;60;12;269;127;11;20;8;40;8;744;40;113;9;18
No;Timo Werner;Tottenham;1996;28;de GER;de;18;5.7;516;FW;MF;4;0;3;3;0;0;0;2.5;1;1;42;30;89;0;0;0;0.52;0.52;0.52;0;0.17;0.61;0.44;0.61;3.5;0.17;3;0.52;1;0;0;0;0;0;14;3;18;3.13;2;0;7;10;1;0;6;4;1;9;23,1;;;;;;;;;;;;;;;;;298;8;24;78;203;33;298;215;14;19;10;52.6;8;1768;42.1;227;89;6
No;Timothy Castagne;Fulham;1995;28;be BEL;be;24;18.3;1649;DF;;17;0;1;1;0;0;0;1.2;0.4;0.4;17;62;67;1;0;0;0.05;0.05;0.05;0;0.02;0.09;0.07;0.09;1.6;0.02;3;0.16;1;0;0;0;0;0;21;2;25;1.36;1;0;83;19;22;0;46;29;6;9;57,8;;;;;;;;;;;;;;;;;1164;92;449;462;259;32;1164;547;15;12;5;41.7;5;2191;41.7;665;67;5
No;Toby Collyer;Manchester Utd;2004;20;eng ENG;eng;6;2;179;MF;;0;0;0;0;0;0;0;0.3;0.2;0.2;0;5;2;0;0;0;0;0;0;0;0.09;0.22;0.13;0.22;0.4;0.09;0;0;0;0;0;0;0;0;4;0;5;2.5;0;0;3;1;2;0;12;9;1;1;83,3;;;;;;;;;;;;;;;;;129;9;46;59;25;3;129;68;11;2;1;50;1;239;50;71;2;1
No;Tom Cairney;Fulham;1991;33;sct SCO;sct;25;7;628;MF;;3;2;0;2;0;0;2;1.1;0.8;0.8;18;53;33;3;1;0.29;0;0.29;0.29;0.29;0.11;0.26;0.15;0.26;1.8;0.11;3;0.43;1;0;0;0;2;0;28;3;33;4.71;0;0;3;3;4;1;13;5;1;6;57,1;;;;;;;;;;;;;;;;;683;12;123;347;223;18;683;456;6;13;5;38.5;4;2179;30.8;553;33;4
No;Tom King;Wolves;1995;29;wls WAL;wls;1;0;1;GK;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;;14;0;0;0;;0;0;0;1;1;1;0;0;0;1;1;0;0;0;;0;8;;0;0;0
No;Tomáš Souček;West Ham;1995;29;cz CZE;cz;35;28.5;2567;MF;;30;9;1;10;0;0;9;1;6.7;6.7;9;74;68;8;0;0.32;0.04;0.35;0.35;0.32;0.24;0.27;0.04;0.27;7.8;0.24;3;0.11;2;1;1;0;0;0;35;2;44;1.54;0;0;85;18;20;1;46;21;21;20;59,1;;;;;;;;;;;;;;;;;1280;128;355;626;303;102;1280;506;20;12;6;50;6;1553;50;764;68;15
No;Tommy Doyle;Wolves;2001;22;eng ENG;eng;24;5.4;488;MF;;3;0;1;1;0;0;0;0.5;0.6;0.6;6;40;4;1;0;0;0.18;0.18;0.18;0;0.1;0.2;0.09;0.2;1.1;0.1;3;0.55;0;0;0;0;4;0;11;2;17;3.13;1;1;11;9;5;1;11;6;5;6;40;;;;;;;;;;;;;;;;;463;22;128;258;80;4;463;260;9;9;5;55.6;1;1417;11.1;303;4;4
No;Tosin Adarabioyo;Chelsea;1997;26;eng ENG;eng;22;15.7;1409;DF;;15;1;1;2;0;0;1;0.2;0.9;0.9;5;42;1;4;0;0.06;0.06;0.13;0.13;0.06;0.06;0.07;0.01;0.07;1.2;0.06;1;0.06;0;0;1;0;0;0;8;0;15;0.96;0;0;80;4;11;0;17;13;7;2;66,7;;;;;;;;;;;;;;;;;1330;175;630;674;27;14;1330;777;4;6;4;66.7;1;3207;16.7;1000;1;0
No;Toti Gomes;Wolves;1999;25;pt POR;pt;31;29;2614;DF;;30;0;1;1;0;0;0;0.9;0.7;0.7;27;86;18;7;0;0;0.03;0.03;0.03;0;0.03;0.06;0.03;0.06;1.7;0.03;1;0.03;0;0;0;0;0;0;20;1;21;0.72;0;0;152;9;25;5;61;43;17;12;80,4;;;;;;;;;;;;;;;;;2027;217;942;1000;108;17;2027;1205;20;32;20;62.5;10;5793;31.3;1387;18;15
No;Trent Alexander-Arnold;Liverpool;1998;25;eng ENG;eng;33;26.3;2365;DF;;28;3;6;9;0;0;3;7.3;1.9;1.9;51;232;94;5;0;0.11;0.23;0.34;0.34;0.11;0.07;0.35;0.28;0.35;9.2;0.07;10;0.38;0;0;0;0;15;1;74;9;98;3.73;5;0;55;56;31;4;72;50;9;17;46,7;;;;;;;;;;;;;;;;;2253;88;593;1014;660;44;2253;1184;19;37;17;45.9;17;5358;45.9;1436;94;15
No;Trevoh Chalobah;Chelsea;1999;25;eng ENG;eng;13;10.1;910;DF;;11;0;1;1;0;0;0;1.2;0.8;0.8;4;37;2;2;0;0;0.1;0.1;0.1;0;0.08;0.19;0.12;0.19;2;0.08;3;0.3;0;0;1;1;0;0;10;1;13;1.29;0;0;48;1;10;1;11;7;3;3;87,5;;;;;;;;;;;;;;;;;774;73;331;389;59;12;774;426;3;5;2;40;1;1753;20;574;2;2
No;Trevoh Chalobah;Crystal Palace;1999;25;eng ENG;eng;12;11.8;1060;DF;;12;3;0;3;0;0;3;0.4;1.2;1.2;11;34;6;1;0;0.25;0;0.25;0.25;0.25;0.1;0.14;0.03;0.14;1.6;0.1;0;0;0;0;0;0;0;0;10;0;11;0.93;1;0;57;11;19;3;20;16;9;10;52,2;;;;;;;;;;;;;;;;;594;66;275;276;51;14;594;278;4;10;6;60;2;1213;20;317;6;7
No;Tyler Adams;Bournemouth;1999;25;us USA;us;28;21.8;1965;MF;;21;0;3;3;0;0;0;1;1.6;1.6;14;76;10;7;0;0;0.14;0.14;0.14;0;0.07;0.12;0.05;0.12;2.6;0.07;4;0.18;1;0;4;1;0;0;35;3;41;1.88;0;0;42;33;32;0;83;50;10;23;54,2;;;;;;;;;;;;;;;;;1337;62;349;779;224;18;1337;663;28;18;4;22.2;10;3337;55.6;757;10;12
No;Tyler Dibling;Southampton;2006;18;eng ENG;eng;33;20.8;1874;FW;MF;20;2;0;2;0;0;2;1.5;2.5;2.5;69;64;96;6;0;0.1;0;0.1;0.1;0.1;0.12;0.2;0.07;0.2;4.1;0.12;4;0.19;5;0;0;0;1;0;34;2;56;2.69;11;1;16;10;8;1;34;20;5;14;61,5;;;;;;;;;;;;;;;;;868;27;129;390;369;41;868;558;44;110;45;40.9;43;4418;39.1;651;96;55
No;Tyler Fredricson;Manchester Utd;2005;19;eng ENG;eng;2;1.8;165;DF;;2;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1.63;0;0;11;1;1;0;5;3;0;2;50;;;;;;;;;;;;;;;;;141;11;64;68;9;1;141;86;2;1;1;100;0;279;0;95;0;0
No;Tyrell Malacia;Manchester Utd;1999;24;nl NED;nl;3;1.1;100;DF;;2;0;0;0;0;0;0;0;0;0;3;3;6;1;0;0;0;0;0;0;0;0.03;0.03;0.03;0;0;0;0;1;0;0;0;0;0;1;0;2;1.8;0;0;1;1;1;1;2;1;0;0;50;;;;;;;;;;;;;;;;;62;2;20;27;15;0;62;37;1;1;1;100;0;190;0;43;6;2
No;Tyrick Mitchell;Crystal Palace;1999;24;eng ENG;eng;37;34.4;3092;DF;;37;0;5;5;0;0;0;6.4;1.3;1.3;63;70;171;2;0;0;0.15;0.15;0.15;0;0.04;0.22;0.19;0.22;7.7;0.04;7;0.2;2;1;1;0;1;0;65;6;72;2.1;0;0;108;21;19;2;91;55;12;56;54,3;;;;;;;;;;;;;;;;;1754;114;622;671;475;43;1754;820;38;38;16;42.1;17;3825;44.7;902;171;30
No;Tyrique George;Chelsea;2006;18;eng ENG;eng;8;2;183;FW;;1;1;1;2;0;0;1;0.7;0.2;0.2;9;3;22;1;0;0.49;0.49;0.98;0.98;0.49;0.1;0.46;0.36;0.46;0.9;0.1;1;0.49;0;0;0;0;0;0;6;1;7;3.44;1;0;1;1;2;0;2;0;0;1;66,7;;;;;;;;;;;;;;;;;70;1;11;21;39;9;70;46;3;5;3;60;2;373;40;53;22;0
No;Tyrone Mings;Aston Villa;1993;31;eng ENG;eng;14;12.4;1120;DF;;12;0;0;0;0;0;0;0.2;0.8;0.8;7;40;1;1;0;0;0;0;0;0;0.07;0.08;0.02;0.08;1;0.07;2;0.16;1;0;1;0;0;0;15;1;18;1.45;0;0;61;0;7;1;7;6;11;2;100;;;;;;;;;;;;;;;;;794;146;405;346;47;17;794;484;3;3;2;66.7;1;2662;33.3;532;1;1
No;Valentino Livramento;Newcastle Utd;2002;21;eng ENG;eng;37;31.6;2840;DF;;32;0;1;1;0;0;0;2.6;0.3;0.3;83;158;119;1;0;0;0.03;0.03;0.03;0;0.01;0.09;0.08;0.09;2.9;0.01;2;0.06;1;0;0;0;0;0;43;2;45;1.43;0;0;108;27;23;1;54;36;11;26;54,2;;;;;;;;;;;;;;;;;1964;119;619;894;482;41;1964;1023;32;56;25;44.6;23;6333;41.1;1144;119;39
No;Victor Bernth Kristiansen;Leicester City;2002;21;dk DEN;dk;30;27.6;2482;DF;;29;0;1;1;0;0;0;1.4;0.3;0.3;40;70;78;1;0;0;0.04;0.04;0.04;0;0.01;0.06;0.05;0.06;1.7;0.01;3;0.11;2;0;0;0;6;0;33;3;42;1.52;1;0;75;42;42;3;87;51;15;23;53,8;;;;;;;;;;;;;;;;;1614;115;577;722;329;17;1614;816;15;18;8;44.4;9;3948;50;887;78;13
No;Victor Lindelöf;Manchester Utd;1994;30;se SWE;se;16;7.8;704;DF;;6;0;0;0;0;0;0;0.1;0;0;5;26;4;1;0;0;0;0;0;0;0;0.01;0.01;0.01;0.1;0;0;0;0;0;0;0;0;0;4;0;4;0.51;0;0;36;1;8;2;7;2;4;2;75;;;;;;;;;;;;;;;;;452;60;243;187;24;3;452;263;1;0;0;;0;1171;;313;4;1
Yes;Virgil van Dijk;Liverpool;1991;33;nl NED;nl;37;37;3330;DF;;37;3;1;4;0;0;3;0.7;2.2;2.2;22;198;6;5;0;0.08;0.03;0.11;0.11;0.08;0.06;0.08;0.02;0.08;3;0.06;4;0.11;1;0;2;0;0;0;41;4;48;1.3;1;0;190;9;56;4;38;20;16;11;59,1;;;;;;;;;;;;;;;;;3300;450;1317;1827;166;48;3300;1856;10;5;3;60;2;8754;40;2281;6;5
No;Vitaliy Mykolenko;Everton;1999;25;ua UKR;ua;35;34.2;3082;DF;;35;1;2;3;0;0;1;2.6;0.5;0.5;33;110;99;4;0;0.03;0.06;0.09;0.09;0.03;0.01;0.09;0.08;0.09;3.1;0.01;4;0.12;0;0;0;0;0;0;40;3;43;1.26;1;0;145;27;44;2;63;38;10;15;51,8;;;;;;;;;;;;;;;;;1678;125;525;713;452;32;1678;697;23;20;8;40;9;2825;45;860;99;11
No;Vitaly Janelt;Brentford;1998;26;de GER;de;32;25;2254;MF;;27;1;3;4;0;0;1;2.2;0.8;0.8;17;80;38;3;0;0.04;0.12;0.16;0.16;0.04;0.03;0.12;0.09;0.12;3;0.03;3;0.12;0;0;0;0;1;0;31;3;32;1.28;0;0;53;15;27;1;38;22;9;24;58,3;;;;;;;;;;;;;;;;;1289;118;418;574;306;32;1289;651;16;12;3;25;7;3005;58.3;814;38;10
No;Vitezslav Jaros;Liverpool;2001;23;cz CZE;cz;1;0.1;12;GK;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;7;5;11;50.9;0;0;0.25;0.03;0;0;0;8;5;8;0;0;0;8;7;0;0;0;;0;29;;5;0;0
No;Vitor Reis;Manchester City;2006;18;br BRA;br;1;0;1;DF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;3;1;2;1;0;0;3;2;0;1;1;100;0;3;0;2;0;0
